x	y	RR	N_pairs	N_x	N_y	N_total	date
6-17y	6-17y	1.7115351093182827	330	4185	4185	90837	2024-01-28
6-17y	18-25y	0.9772362334420807	346	4185	7685	90837	2024-01-28
65-80y	46-65y	0.931479534365467	4273	15811	26355	90837	2024-01-28
65-80y	81y+	1.2405432399384395	2104	15811	9744	90837	2024-01-28
65-80y	26-45y	0.8965078722698983	3859	15811	24730	90837	2024-01-28
65-80y	0-5y	0.8419018304343173	341	15811	2327	90837	2024-01-28
65-80y	65-80y	1.1587736903285741	3189	15811	15811	90837	2024-01-28
65-80y	6-17y	0.8607470246468004	627	15811	4185	90837	2024-01-28
65-80y	18-25y	0.8731772642741867	1168	15811	7685	90837	2024-01-28
81y+	46-65y	0.822404439634534	2325	9744	26355	90837	2024-01-28
81y+	81y+	2.3478091587160033	2454	9744	9744	90837	2024-01-28
81y+	26-45y	0.7656165570094624	2031	9744	24730	90837	2024-01-28
81y+	0-5y	0.769184240757637	192	9744	2327	90837	2024-01-28
81y+	65-80y	1.2405432399384395	2104	9744	15811	90837	2024-01-28
81y+	6-17y	0.6816343801558855	306	9744	4185	90837	2024-01-28
81y+	18-25y	0.7593744424608961	626	9744	7685	90837	2024-01-28
0-5y	81y+	0.8127117705534447	173	2068	8069	78390	2024-02-25
0-5y	18-25y	1.1089260366172349	186	2068	6358	78390	2024-02-25
0-5y	6-17y	1.4438402171534512	134	2068	3518	78390	2024-02-25
0-5y	65-80y	0.8614393008419658	301	2068	13245	78390	2024-02-25
0-5y	46-65y	0.990916112683045	611	2068	23373	78390	2024-02-25
0-5y	26-45y	0.9720876076712693	558	2068	21759	78390	2024-02-25
0-5y	0-5y	1.9246375178177928	105	2068	2068	78390	2024-02-25
18-25y	81y+	0.7639948671709338	500	6358	8069	78390	2024-02-25
18-25y	18-25y	1.2488362406208326	644	6358	6358	78390	2024-02-25
18-25y	6-17y	1.0794313825039643	308	6358	3518	78390	2024-02-25
18-25y	65-80y	0.8871173735814176	953	6358	13245	78390	2024-02-25
18-25y	46-65y	1.0845480424706122	2056	6358	23373	78390	2024-02-25
18-25y	26-45y	0.9876398366671095	1743	6358	21759	78390	2024-02-25
18-25y	0-5y	1.1089260366172349	186	6358	2068	78390	2024-02-25
26-45y	81y+	0.7947344190367001	1780	21759	8069	78390	2024-02-25
26-45y	18-25y	0.9876398366671095	1743	21759	6358	78390	2024-02-25
26-45y	6-17y	1.08857703206512	1063	21759	3518	78390	2024-02-25
26-45y	65-80y	0.9218098407395015	3389	21759	13245	78390	2024-02-25
26-45y	46-65y	1.054606257424461	6842	21759	23373	78390	2024-02-25
26-45y	26-45y	1.0298481321993294	6220	21759	21759	78390	2024-02-25
26-45y	0-5y	0.9720876076712693	558	21759	2068	78390	2024-02-25
46-65y	81y+	0.8121776836467749	1954	23373	8069	78390	2024-02-25
46-65y	18-25y	1.0845480424706122	2056	23373	6358	78390	2024-02-25
46-65y	6-17y	1.1535481981451803	1210	23373	3518	78390	2024-02-25
46-65y	65-80y	0.9543779167067821	3769	23373	13245	78390	2024-02-25
46-65y	46-65y	1.0997329641833062	7664	23373	23373	78390	2024-02-25
46-65y	26-45y	1.054606257424461	6842	23373	21759	78390	2024-02-25
46-65y	0-5y	0.990916112683045	611	23373	2068	78390	2024-02-25
6-17y	81y+	0.7290361465222039	264	3518	8069	78390	2024-02-25
6-17y	18-25y	1.0794313825039643	308	3518	6358	78390	2024-02-25
6-17y	6-17y	1.8178201378696939	287	3518	3518	78390	2024-02-25
6-17y	65-80y	0.8950030378202722	532	3518	13245	78390	2024-02-25
6-17y	46-65y	1.1535481981451803	1210	3518	23373	78390	2024-02-25
6-17y	26-45y	1.08857703206512	1063	3518	21759	78390	2024-02-25
6-17y	0-5y	1.4438402171534512	134	3518	2068	78390	2024-02-25
65-80y	81y+	1.2219796871836957	1666	13245	8069	78390	2024-02-25
65-80y	18-25y	0.8871173735814176	953	13245	6358	78390	2024-02-25
65-80y	6-17y	0.8950030378202722	532	13245	3518	78390	2024-02-25
65-80y	65-80y	1.1644776371661578	2606	13245	13245	78390	2024-02-25
65-80y	46-65y	0.9543779167067821	3769	13245	23373	78390	2024-02-25
65-80y	26-45y	0.9218098407395015	3389	13245	21759	78390	2024-02-25
65-80y	0-5y	0.8614393008419658	301	13245	2068	78390	2024-02-25
81y+	81y+	2.22135314477878	1845	8069	8069	78390	2024-02-25
81y+	18-25y	0.7639948671709338	500	8069	6358	78390	2024-02-25
81y+	6-17y	0.7290361465222039	264	8069	3518	78390	2024-02-25
81y+	65-80y	1.2219796871836957	1666	8069	13245	78390	2024-02-25
81y+	46-65y	0.8121776836467749	1954	8069	23373	78390	2024-02-25
81y+	26-45y	0.7947344190367001	1780	8069	21759	78390	2024-02-25
81y+	0-5y	0.8127117705534447	173	8069	2068	78390	2024-02-25
0-5y	81y+	0.7291809530713916	119	1455	6257	55785	2024-03-24
0-5y	18-25y	1.0569983221095538	121	1455	4389	55785	2024-03-24
0-5y	6-17y	1.4770410117739845	94	1455	2440	55785	2024-03-24
0-5y	26-45y	0.9933220197912228	393	1455	15169	55785	2024-03-24
0-5y	0-5y	2.2925076463433354	87	1455	1455	55785	2024-03-24
0-5y	46-65y	1.0172758897601948	431	1455	16244	55785	2024-03-24
0-5y	65-80y	0.8189852493392631	210	1455	9831	55785	2024-03-24
18-25y	81y+	0.7617579406985798	375	4389	6257	55785	2024-03-24
18-25y	18-25y	1.3523938058240321	467	4389	4389	55785	2024-03-24
18-25y	6-17y	1.1199548797478047	215	4389	2440	55785	2024-03-24
18-25y	26-45y	0.9920798165833921	1184	4389	15169	55785	2024-03-24
18-25y	0-5y	1.0569983221095538	121	4389	1455	55785	2024-03-24
18-25y	46-65y	1.0954357671169708	1400	4389	16244	55785	2024-03-24
18-25y	65-80y	0.8326069656715466	644	4389	9831	55785	2024-03-24
26-45y	81y+	0.8075716592366776	1374	15169	6257	55785	2024-03-24
26-45y	18-25y	0.9920798165833921	1184	15169	4389	55785	2024-03-24
26-45y	6-17y	1.1605434238724577	770	15169	2440	55785	2024-03-24
26-45y	26-45y	0.9830925279015543	4055	15169	15169	55785	2024-03-24
26-45y	0-5y	0.9933220197912228	393	15169	1455	55785	2024-03-24
26-45y	46-65y	1.074925132678593	4748	15169	16244	55785	2024-03-24
26-45y	65-80y	0.8951699436744412	2393	15169	9831	55785	2024-03-24
46-65y	81y+	0.8123066755236598	1480	16244	6257	55785	2024-03-24
46-65y	18-25y	1.0954357671169708	1400	16244	4389	55785	2024-03-24
46-65y	6-17y	1.1766327087731763	836	16244	2440	55785	2024-03-24
46-65y	26-45y	1.074925132678593	4748	16244	15169	55785	2024-03-24
46-65y	0-5y	1.0172758897601948	431	16244	1455	55785	2024-03-24
46-65y	46-65y	1.128733456623478	5339	16244	16244	55785	2024-03-24
46-65y	65-80y	0.9330408353275753	2671	16244	9831	55785	2024-03-24
6-17y	81y+	0.7819433054650922	214	2440	6257	55785	2024-03-24
6-17y	18-25y	1.1199548797478047	215	2440	4389	55785	2024-03-24
6-17y	6-17y	2.0239117508734212	216	2440	2440	55785	2024-03-24
6-17y	26-45y	1.1605434238724577	770	2440	15169	55785	2024-03-24
6-17y	0-5y	1.4770410117739845	94	2440	1455	55785	2024-03-24
6-17y	46-65y	1.1766327087731763	836	2440	16244	55785	2024-03-24
6-17y	65-80y	0.8395317755310652	361	2440	9831	55785	2024-03-24
65-80y	81y+	1.284153220267982	1416	9831	6257	55785	2024-03-24
65-80y	18-25y	0.8326069656715466	644	9831	4389	55785	2024-03-24
65-80y	6-17y	0.8395317755310652	361	9831	2440	55785	2024-03-24
65-80y	26-45y	0.8951699436744412	2393	9831	15169	55785	2024-03-24
65-80y	0-5y	0.8189852493392631	210	9831	1455	55785	2024-03-24
65-80y	46-65y	0.9330408353275753	2671	9831	16244	55785	2024-03-24
65-80y	65-80y	1.1324552571455255	1962	9831	9831	55785	2024-03-24
81y+	81y+	2.331140402914949	1636	6257	6257	55785	2024-03-24
81y+	18-25y	0.7617579406985798	375	6257	4389	55785	2024-03-24
81y+	6-17y	0.7819433054650922	214	6257	2440	55785	2024-03-24
81y+	26-45y	0.8075716592366776	1374	6257	15169	55785	2024-03-24
81y+	0-5y	0.7291809530713916	119	6257	1455	55785	2024-03-24
81y+	46-65y	0.8123066755236598	1480	6257	16244	55785	2024-03-24
81y+	65-80y	1.284153220267982	1416	6257	9831	55785	2024-03-24
0-5y	18-25y	1.1133973899397456	81	958	2513	33092	2024-04-21
0-5y	6-17y	1.646959632023009	76	958	1594	33092	2024-04-21
0-5y	26-45y	1.1157235681571749	250	958	7740	33092	2024-04-21
0-5y	0-5y	2.235547482795141	62	958	958	33092	2024-04-21
0-5y	81y+	0.5816243200027436	82	958	4870	33092	2024-04-21
0-5y	46-65y	1.0002816901408451	257	958	8875	33092	2024-04-21
0-5y	65-80y	0.7920239480370613	150	958	6542	33092	2024-04-21
18-25y	18-25y	1.4462626415856805	276	2513	2513	33092	2024-04-21
18-25y	6-17y	1.1648269650265295	141	2513	1594	33092	2024-04-21
18-25y	26-45y	1.0565284294279564	621	2513	7740	33092	2024-04-21
18-25y	0-5y	1.1133973899397456	81	2513	958	33092	2024-04-21
18-25y	81y+	0.7517032171925699	278	2513	4870	33092	2024-04-21
18-25y	46-65y	1.1202349921254546	755	2513	8875	33092	2024-04-21
18-25y	65-80y	0.7789883921249369	387	2513	6542	33092	2024-04-21
26-45y	18-25y	1.0565284294279564	621	7740	2513	33092	2024-04-21
26-45y	6-17y	1.1131196930349274	415	7740	1594	33092	2024-04-21
26-45y	26-45y	1.0009198332098097	1812	7740	7740	33092	2024-04-21
26-45y	0-5y	1.1157235681571749	250	7740	958	33092	2024-04-21
26-45y	81y+	0.7831013323145981	892	7740	4870	33092	2024-04-21
26-45y	46-65y	1.1065593041452852	2297	7740	8875	33092	2024-04-21
26-45y	65-80y	0.8966555399932221	1372	7740	6542	33092	2024-04-21
46-65y	18-25y	1.1202349921254546	755	8875	2513	33092	2024-04-21
46-65y	6-17y	1.1438661883471468	489	8875	1594	33092	2024-04-21
46-65y	26-45y	1.1065593041452852	2297	8875	7740	33092	2024-04-21
46-65y	0-5y	1.0002816901408451	257	8875	958	33092	2024-04-21
46-65y	81y+	0.7901424646441276	1032	8875	4870	33092	2024-04-21
46-65y	46-65y	1.1818327728625273	2813	8875	8875	33092	2024-04-21
46-65y	65-80y	0.9062358670518986	1590	8875	6542	33092	2024-04-21
6-17y	18-25y	1.1648269650265295	141	1594	2513	33092	2024-04-21
6-17y	6-17y	1.8754650044316123	144	1594	1594	33092	2024-04-21
6-17y	26-45y	1.1131196930349274	415	1594	7740	33092	2024-04-21
6-17y	0-5y	1.646959632023009	76	1594	958	33092	2024-04-21
6-17y	81y+	0.6948537766109564	163	1594	4870	33092	2024-04-21
6-17y	46-65y	1.1438661883471468	489	1594	8875	33092	2024-04-21
6-17y	65-80y	0.8028690783651778	253	1594	6542	33092	2024-04-21
65-80y	18-25y	0.7789883921249369	387	6542	2513	33092	2024-04-21
65-80y	6-17y	0.8028690783651778	253	6542	1594	33092	2024-04-21
65-80y	26-45y	0.8966555399932221	1372	6542	7740	33092	2024-04-21
65-80y	0-5y	0.7920239480370613	150	6542	958	33092	2024-04-21
65-80y	81y+	1.2734268291381483	1226	6542	4870	33092	2024-04-21
65-80y	46-65y	0.9062358670518986	1590	6542	8875	33092	2024-04-21
65-80y	65-80y	1.1652394970914837	1507	6542	6542	33092	2024-04-21
81y+	18-25y	0.7517032171925699	278	4870	2513	33092	2024-04-21
81y+	6-17y	0.6948537766109564	163	4870	1594	33092	2024-04-21
81y+	26-45y	0.7831013323145981	892	4870	7740	33092	2024-04-21
81y+	0-5y	0.5816243200027436	82	4870	958	33092	2024-04-21
81y+	81y+	2.020382807196556	1448	4870	4870	33092	2024-04-21
81y+	46-65y	0.7901424646441276	1032	4870	8875	33092	2024-04-21
81y+	65-80y	1.2734268291381483	1226	4870	6542	33092	2024-04-21
0-5y	26-45y	1.2230716067558174	136	570	4290	21991	2024-05-19
0-5y	0-5y	3.993444136657433	59	570	570	21991	2024-05-19
0-5y	81y+	0.55543554956862	63	570	4376	21991	2024-05-19
0-5y	18-25y	1.4987826230009047	58	570	1493	21991	2024-05-19
0-5y	6-17y	1.9515552824993743	39	570	771	21991	2024-05-19
0-5y	65-80y	0.7318435003008575	99	570	5219	21991	2024-05-19
0-5y	46-65y	0.848892859995208	116	570	5272	21991	2024-05-19
18-25y	26-45y	1.095263521921258	319	1493	4290	21991	2024-05-19
18-25y	0-5y	1.4987826230009047	58	1493	570	21991	2024-05-19
18-25y	81y+	0.7539732952437396	224	1493	4376	21991	2024-05-19
18-25y	18-25y	1.460115502171554	148	1493	1493	21991	2024-05-19
18-25y	6-17y	1.3373008323321196	70	1493	771	21991	2024-05-19
18-25y	65-80y	0.8212794022356614	291	1493	5219	21991	2024-05-19
18-25y	46-65y	1.0700611452331417	383	1493	5272	21991	2024-05-19
26-45y	26-45y	1.1267877266478665	943	4290	4290	21991	2024-05-19
26-45y	0-5y	1.2230716067558174	136	4290	570	21991	2024-05-19
26-45y	81y+	0.7297909129261962	623	4290	4376	21991	2024-05-19
26-45y	18-25y	1.095263521921258	319	4290	1493	21991	2024-05-19
26-45y	6-17y	1.0305406655601208	155	4290	771	21991	2024-05-19
26-45y	65-80y	0.9301444292438735	947	4290	5219	21991	2024-05-19
26-45y	46-65y	1.0685872675629884	1099	4290	5272	21991	2024-05-19
46-65y	26-45y	1.0685872675629884	1099	5272	4290	21991	2024-05-19
46-65y	0-5y	0.848892859995208	116	5272	570	21991	2024-05-19
46-65y	81y+	0.7282586438512731	764	5272	4376	21991	2024-05-19
46-65y	18-25y	1.0700611452331417	383	5272	1493	21991	2024-05-19
46-65y	6-17y	1.2227107357175613	226	5272	771	21991	2024-05-19
46-65y	65-80y	0.9335232521186595	1168	5272	5219	21991	2024-05-19
46-65y	46-65y	1.1836567582394808	1496	5272	5272	21991	2024-05-19
6-17y	26-45y	1.0305406655601208	155	771	4290	21991	2024-05-19
6-17y	0-5y	1.9515552824993743	39	771	570	21991	2024-05-19
6-17y	81y+	0.7300144995577813	112	771	4376	21991	2024-05-19
6-17y	18-25y	1.3373008323321196	70	771	1493	21991	2024-05-19
6-17y	6-17y	2.071689200442096	56	771	771	21991	2024-05-19
6-17y	65-80y	0.7377975664593776	135	771	5219	21991	2024-05-19
6-17y	46-65y	1.2227107357175613	226	771	5272	21991	2024-05-19
65-80y	26-45y	0.9301444292438735	947	5219	4290	21991	2024-05-19
65-80y	0-5y	0.7318435003008575	99	5219	570	21991	2024-05-19
65-80y	81y+	1.180513219347252	1226	5219	4376	21991	2024-05-19
65-80y	18-25y	0.8212794022356614	291	5219	1493	21991	2024-05-19
65-80y	6-17y	0.7377975664593776	135	5219	771	21991	2024-05-19
65-80y	65-80y	1.1359638116817923	1407	5219	5219	21991	2024-05-19
65-80y	46-65y	0.9335232521186595	1168	5219	5272	21991	2024-05-19
81y+	26-45y	0.7297909129261962	623	4376	4290	21991	2024-05-19
81y+	0-5y	0.55543554956862	63	4376	570	21991	2024-05-19
81y+	81y+	1.5503299428660233	1350	4376	4376	21991	2024-05-19
81y+	18-25y	0.7539732952437396	224	4376	1493	21991	2024-05-19
81y+	6-17y	0.7300144995577813	112	4376	771	21991	2024-05-19
81y+	65-80y	1.180513219347252	1226	4376	5219	21991	2024-05-19
81y+	46-65y	0.7282586438512731	764	4376	5272	21991	2024-05-19
0-5y	18-25y	1.3145327018046438	61	671	1594	23049	2024-06-16
0-5y	6-17y	1.8125619764964027	41	671	777	23049	2024-06-16
0-5y	46-65y	0.8597254840151735	133	671	5314	23049	2024-06-16
0-5y	26-45y	1.2066826432954796	165	671	4697	23049	2024-06-16
0-5y	0-5y	3.89063856912187	76	671	671	23049	2024-06-16
0-5y	65-80y	0.7995633936970141	129	671	5542	23049	2024-06-16
0-5y	81y+	0.5090067903932031	66	671	4454	23049	2024-06-16
18-25y	18-25y	1.8868565306851761	208	1594	1594	23049	2024-06-16
18-25y	6-17y	1.4701785492249733	79	1594	777	23049	2024-06-16
18-25y	46-65y	1.0176861716570749	374	1594	5314	23049	2024-06-16
18-25y	26-45y	1.0897993032740139	354	1594	4697	23049	2024-06-16
18-25y	0-5y	1.3145327018046438	61	1594	671	23049	2024-06-16
18-25y	65-80y	0.790569290197316	303	1594	5542	23049	2024-06-16
18-25y	81y+	0.6785157519864287	209	1594	4454	23049	2024-06-16
26-45y	18-25y	1.0897993032740139	354	4697	1594	23049	2024-06-16
26-45y	6-17y	1.1557441440345422	183	4697	777	23049	2024-06-16
26-45y	46-65y	1.036102809559253	1122	4697	5314	23049	2024-06-16
26-45y	26-45y	1.1565345344074005	1107	4697	4697	23049	2024-06-16
26-45y	0-5y	1.2066826432954796	165	4697	671	23049	2024-06-16
26-45y	65-80y	0.9447772855313484	1067	4697	5542	23049	2024-06-16
26-45y	81y+	0.6885910323674868	625	4697	4454	23049	2024-06-16
46-65y	18-25y	1.0176861716570749	374	5314	1594	23049	2024-06-16
46-65y	6-17y	1.20576689921816	216	5314	777	23049	2024-06-16
46-65y	46-65y	1.1549560041866105	1415	5314	5314	23049	2024-06-16
46-65y	26-45y	1.036102809559253	1122	5314	4697	23049	2024-06-16
46-65y	0-5y	0.8597254840151735	133	5314	671	23049	2024-06-16
46-65y	65-80y	0.950911960222461	1215	5314	5542	23049	2024-06-16
46-65y	81y+	0.706022200931903	725	5314	4454	23049	2024-06-16
6-17y	18-25y	1.4701785492249733	79	777	1594	23049	2024-06-16
6-17y	6-17y	1.9470656536293602	51	777	777	23049	2024-06-16
6-17y	46-65y	1.20576689921816	216	777	5314	23049	2024-06-16
6-17y	26-45y	1.1557441440345422	183	777	4697	23049	2024-06-16
6-17y	0-5y	1.8125619764964027	41	777	671	23049	2024-06-16
6-17y	65-80y	0.8135949786978297	152	777	5542	23049	2024-06-16
6-17y	81y+	0.6260498422599905	94	777	4454	23049	2024-06-16
65-80y	18-25y	0.790569290197316	303	5542	1594	23049	2024-06-16
65-80y	6-17y	0.8135949786978297	152	5542	777	23049	2024-06-16
65-80y	46-65y	0.950911960222461	1215	5542	5314	23049	2024-06-16
65-80y	26-45y	0.9447772855313484	1067	5542	4697	23049	2024-06-16
65-80y	0-5y	0.7995633936970141	129	5542	671	23049	2024-06-16
65-80y	65-80y	1.1691938181201105	1558	5542	5542	23049	2024-06-16
65-80y	81y+	1.175604118413545	1259	5542	4454	23049	2024-06-16
81y+	18-25y	0.6785157519864287	209	4454	1594	23049	2024-06-16
81y+	6-17y	0.6260498422599905	94	4454	777	23049	2024-06-16
81y+	46-65y	0.706022200931903	725	4454	5314	23049	2024-06-16
81y+	26-45y	0.6885910323674868	625	4454	4697	23049	2024-06-16
81y+	0-5y	0.5090067903932031	66	4454	671	23049	2024-06-16
81y+	65-80y	1.175604118413545	1259	4454	5542	23049	2024-06-16
81y+	81y+	1.5673414753699393	1349	4454	4454	23049	2024-06-16
0-5y	81y+	0.525064899573093	84	822	4959	25480	2024-07-14
0-5y	65-80y	0.7841360174829904	162	822	6404	25480	2024-07-14
0-5y	26-45y	1.214628827373876	198	822	5053	25480	2024-07-14
0-5y	0-5y	3.0545062484830185	81	822	822	25480	2024-07-14
0-5y	18-25y	1.2746008189967222	72	822	1751	25480	2024-07-14
0-5y	6-17y	1.8366554370204005	57	822	962	25480	2024-07-14
0-5y	46-65y	0.9418687750806519	168	822	5529	25480	2024-07-14
18-25y	81y+	0.6162239098471545	210	1751	4959	25480	2024-07-14
18-25y	65-80y	0.7612140791502741	335	1751	6404	25480	2024-07-14
18-25y	26-45y	1.1116071413434498	386	1751	5053	25480	2024-07-14
18-25y	0-5y	1.2746008189967222	72	1751	822	25480	2024-07-14
18-25y	18-25y	2.119177717163171	255	1751	1751	25480	2024-07-14
18-25y	6-17y	1.5731557019392541	104	1751	962	25480	2024-07-14
18-25y	46-65y	1.0159071957331258	386	1751	5529	25480	2024-07-14
26-45y	81y+	0.6395974000459018	629	5053	4959	25480	2024-07-14
26-45y	65-80y	0.979533280765423	1244	5053	6404	25480	2024-07-14
26-45y	26-45y	1.1595966977233096	1162	5053	5053	25480	2024-07-14
26-45y	0-5y	1.214628827373876	198	5053	822	25480	2024-07-14
26-45y	18-25y	1.1116071413434498	386	5053	1751	25480	2024-07-14
26-45y	6-17y	1.294708727817772	247	5053	962	25480	2024-07-14
26-45y	46-65y	1.0451729661607936	1146	5053	5529	25480	2024-07-14
46-65y	81y+	0.7016260410788979	755	5529	4959	25480	2024-07-14
46-65y	65-80y	0.9829970676448038	1366	5529	6404	25480	2024-07-14
46-65y	26-45y	1.0451729661607936	1146	5529	5053	25480	2024-07-14
46-65y	0-5y	0.9418687750806519	168	5529	822	25480	2024-07-14
46-65y	18-25y	1.0159071957331258	386	5529	1751	25480	2024-07-14
46-65y	6-17y	1.1305501628344818	236	5529	962	25480	2024-07-14
46-65y	46-65y	1.1502317267531748	1380	5529	5529	25480	2024-07-14
6-17y	81y+	0.6035438621645518	113	962	4959	25480	2024-07-14
6-17y	65-80y	0.8561373738606718	207	962	6404	25480	2024-07-14
6-17y	26-45y	1.294708727817772	247	962	5053	25480	2024-07-14
6-17y	0-5y	1.8366554370204005	57	962	822	25480	2024-07-14
6-17y	18-25y	1.5731557019392541	104	962	1751	25480	2024-07-14
6-17y	6-17y	1.9823576575135826	72	962	962	25480	2024-07-14
6-17y	46-65y	1.1305501628344818	236	962	5529	25480	2024-07-14
65-80y	81y+	1.143322811073287	1425	6404	4959	25480	2024-07-14
65-80y	65-80y	1.1841853457844314	1906	6404	6404	25480	2024-07-14
65-80y	26-45y	0.979533280765423	1244	6404	5053	25480	2024-07-14
65-80y	0-5y	0.7841360174829904	162	6404	822	25480	2024-07-14
65-80y	18-25y	0.7612140791502741	335	6404	1751	25480	2024-07-14
65-80y	6-17y	0.8561373738606718	207	6404	962	25480	2024-07-14
65-80y	46-65y	0.9829970676448038	1366	6404	5529	25480	2024-07-14
81y+	81y+	1.5448590521323045	1491	4959	4959	25480	2024-07-14
81y+	65-80y	1.143322811073287	1425	4959	6404	25480	2024-07-14
81y+	26-45y	0.6395974000459018	629	4959	5053	25480	2024-07-14
81y+	0-5y	0.525064899573093	84	4959	822	25480	2024-07-14
81y+	18-25y	0.6162239098471545	210	4959	1751	25480	2024-07-14
81y+	6-17y	0.6035438621645518	113	4959	962	25480	2024-07-14
81y+	46-65y	0.7016260410788979	755	4959	5529	25480	2024-07-14
0-5y	65-80y	0.8088700005780739	193	937	7274	28565	2024-08-11
0-5y	26-45y	1.1412614119787676	205	937	5476	28565	2024-08-11
0-5y	0-5y	2.8956443792434583	89	937	937	28565	2024-08-11
0-5y	81y+	0.6166096949798205	118	937	5834	28565	2024-08-11
0-5y	6-17y	1.6738273613914219	61	937	1111	28565	2024-08-11
0-5y	18-25y	1.2962383437395832	81	937	1905	28565	2024-08-11
0-5y	46-65y	0.9608931000758467	190	937	6028	28565	2024-08-11
18-25y	65-80y	0.7359261079442331	357	1905	7274	28565	2024-08-11
18-25y	26-45y	1.128166142307449	412	1905	5476	28565	2024-08-11
18-25y	0-5y	1.2962383437395832	81	1905	937	28565	2024-08-11
18-25y	81y+	0.688823054643024	268	1905	5834	28565	2024-08-11
18-25y	6-17y	1.4846292503266074	110	1905	1111	28565	2024-08-11
18-25y	18-25y	2.0937554852887486	266	1905	1905	28565	2024-08-11
18-25y	46-65y	1.022369450003222	411	1905	6028	28565	2024-08-11
26-45y	65-80y	0.948762144126604	1323	5476	7274	28565	2024-08-11
26-45y	26-45y	1.2012197057776786	1261	5476	5476	28565	2024-08-11
26-45y	0-5y	1.1412614119787676	205	5476	937	28565	2024-08-11
26-45y	81y+	0.6634501397690624	742	5476	5834	28565	2024-08-11
26-45y	6-17y	1.2442357091808522	265	5476	1111	28565	2024-08-11
26-45y	18-25y	1.128166142307449	412	5476	1905	28565	2024-08-11
26-45y	46-65y	1.0609331701632945	1226	5476	6028	28565	2024-08-11
